Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,Coil A Current,Coil B Current
118,118.04,-488,-488.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
119,119.08,-489,-489.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
120,120.04,-489,-489.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
121,121.08,-489,-489.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
122,122.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
123,123.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
124,124.04,-491,-491.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
125,125.08,-491,-491.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
126,126.04,-491,-491.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
127,127.08,-491,-491.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
128,128.04,-491,-491.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
129,129.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
130,130.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
131,131.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
132,132.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
133,133.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
134,134.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
135,135.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
136,136.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
137,137.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
138,138.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
139,139.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
140,140.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
141,141.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
142,142.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
143,143.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
144,144.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
145,145.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
146,146.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
147,147.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
148,148.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
149,149.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
150,150.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
151,151.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
152,152.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
153,153.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
154,154.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
155,155.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
156,156.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
157,157.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
158,158.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
159,159.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
160,160.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
161,161.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
162,162.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
163,163.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
164,164.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
165,165.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
166,166.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
167,167.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
168,168.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
169,169.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
170,170.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
171,171.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
172,172.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
173,173.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
174,174.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
175,175.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
176,176.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
177,177.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
178,178.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
179,179.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
180,180.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
181,181.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
182,182.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
183,183.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
184,184.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
185,185.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
186,186.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
187,187.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
188,188.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
189,189.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
190,190.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
191,191.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
192,192.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
193,193.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
194,194.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
195,195.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
196,196.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
197,197.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
198,198.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
199,199.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
200,200.04,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
201,201.08,-490,-490.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
202,202.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
203,203.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
204,204.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
205,205.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
206,206.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
207,207.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
208,208.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
209,209.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
210,210.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
211,211.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
212,212.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
213,213.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
214,214.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
215,215.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
216,216.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
217,217.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
218,218.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
219,219.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
220,220.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
221,221.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
222,222.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
223,223.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
224,224.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
225,225.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
226,226.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
227,227.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
228,228.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
229,229.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
230,230.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
231,231.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
232,232.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
233,233.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
234,234.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
235,235.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
236,236.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
237,237.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
238,238.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
239,239.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
240,240.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
241,241.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
242,242.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
243,243.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
244,244.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
245,245.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
246,246.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
247,247.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
248,248.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
249,249.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
250,250.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
251,251.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
252,252.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
253,253.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
254,254.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
255,255.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
256,256.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
257,257.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
258,258.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
259,259.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
260,260.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
261,261.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
262,262.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
263,263.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
264,264.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
265,265.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
266,266.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
267,267.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
268,268.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
269,269.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
270,270.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
271,271.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
272,272.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
273,273.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
274,274.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
275,275.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
276,276.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
277,277.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
278,278.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
279,279.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
280,280.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
281,281.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
282,282.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
283,283.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
284,284.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
285,285.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
286,286.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
287,287.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
288,288.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
289,289.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
290,290.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
291,291.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
292,292.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
293,293.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
294,294.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
295,295.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
296,296.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
297,297.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
298,298.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
299,299.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
300,300.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
301,301.08,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
302,302.04,0,0.00,0.00,-0.00,-0.0,0.5,0.6,0.4,0,0
303,303.08,0,0.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
304,304.04,-1,-1.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
305,305.08,-1,-1.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
306,306.04,-1,-1.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
307,307.08,-2,-2.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
308,308.04,-2,-2.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
309,309.08,-3,-3.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
310,310.04,-3,-3.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
311,311.08,-4,-4.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
312,312.04,-4,-4.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
313,313.08,-3,-3.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
314,314.04,-3,-3.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
315,315.08,-4,-4.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
316,316.04,-4,-4.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
317,317.08,-5,-5.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
318,318.04,-6,-6.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
319,319.08,-13,-13.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
320,320.04,-31,-31.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
